CustomerID,Recency,Frequency,Monetary,recencyScore,frequencyScore,monetaryScore,RFM_SCORE,SegmentRFM,KMeansSegments
12396.0,828,1,1447.7,1,1,3,1.4000000000000001,lost_customers,lost_customers
12397.0,188,2,2855.5,4,2,4,3.2,loyal_customers,loyal_customers
12398.0,198,1,726.0,4,1,2,2.4,good_customers,loyal_customers
12399.0,272,7,5068.7,3,4,5,3.8000000000000003,loyal_customers,loyal_customers
12400.0,567,1,184.0,1,1,1,1.0,lost_customers,good_customers
12401.0,456,1,342.5,2,1,1,1.4000000000000001,lost_customers,good_customers
12402.0,476,6,4320.33,2,4,4,3.2,loyal_customers,good_customers
12403.0,202,2,1379.92,4,2,3,3.0000000000000004,loyal_customers,loyal_customers
12404.0,836,1,249.0,1,1,1,1.0,lost_customers,lost_customers
12405.0,301,1,322.9,3,1,1,1.8,good_customers,loyal_customers
12406.0,175,5,2663.7000000000003,4,4,4,4.0,loyal_customers,loyal_customers
12407.0,202,5,2805.9,4,4,4,4.0,loyal_customers,loyal_customers
12408.0,185,8,2904.85,4,4,4,4.0,loyal_customers,loyal_customers
12409.0,231,7,2145.15,3,4,3,3.4000000000000004,loyal_customers,loyal_customers
12410.0,461,3,1197.0,2,3,3,2.6,loyal_customers,good_customers
12411.0,562,1,355.0,2,1,1,1.4000000000000001,lost_customers,good_customers
12412.0,227,6,3933.9,3,4,4,3.6000000000000005,loyal_customers,loyal_customers
12413.0,219,4,4021.69,3,3,4,3.2,loyal_customers,loyal_customers
12414.0,370,6,1489.7,2,4,3,3.0000000000000004,loyal_customers,good_customers
12415.0,177,28,16199.29,4,5,5,4.6,loyal_customers,champions
12416.0,810,1,1292.0,1,1,3,1.4000000000000001,lost_customers,lost_customers
12417.0,156,20,10680.44,5,5,5,5.0,champions,champions
12418.0,265,4,5442.95,3,3,5,3.4000000000000004,loyal_customers,loyal_customers
12419.0,538,2,1111.6,2,2,3,2.2,good_customers,good_customers
12420.0,216,1,216.0,3,1,1,1.8,good_customers,loyal_customers
12421.0,168,6,1923.9699999999998,5,4,3,4.2,loyal_customers,loyal_customers
12422.0,248,17,9043.84,3,5,5,4.2,loyal_customers,champions
12423.0,153,10,5289.039999999999,5,5,5,5.0,champions,loyal_customers
12424.0,315,4,949.2,3,3,2,2.8000000000000003,loyal_customers,loyal_customers
12425.0,231,2,1144.0,3,2,3,2.6,loyal_customers,loyal_customers
12426.0,347,2,1119.0,2,2,3,2.2,good_customers,loyal_customers
12427.0,174,3,1307.25,4,3,3,3.4000000000000004,loyal_customers,loyal_customers
12428.0,178,9,8605.65,4,5,5,4.6,loyal_customers,loyal_customers
12429.0,162,8,5349.5,5,4,5,4.6,loyal_customers,loyal_customers
12430.0,196,1,182.0,4,1,1,2.2,good_customers,loyal_customers
12431.0,188,27,12850.94,4,5,5,4.6,loyal_customers,champions
12432.0,195,5,1322.62,4,4,3,3.8000000000000003,loyal_customers,loyal_customers
12433.0,153,10,5321.62,5,5,5,5.0,champions,loyal_customers
12434.0,237,3,1221.0,3,3,3,3.0000000000000004,loyal_customers,loyal_customers
12435.0,232,6,5011.389999999999,3,4,5,3.8000000000000003,loyal_customers,loyal_customers
12436.0,252,1,418.9,3,1,2,2.0,good_customers,loyal_customers
12437.0,154,39,21301.27,5,5,5,5.0,champions,champions
12438.0,167,2,799.9,5,2,2,3.1999999999999997,loyal_customers,loyal_customers
12439.0,836,2,1055.0,1,2,3,1.8000000000000003,good_customers,lost_customers
12440.0,615,2,2131.0,1,2,3,1.8000000000000003,good_customers,good_customers
12441.0,519,1,523.0,2,1,2,1.6,good_customers,good_customers
12442.0,156,1,175.0,5,1,1,2.6,loyal_customers,loyal_customers
12443.0,886,1,133.0,1,1,1,1.0,lost_customers,lost_customers
12444.0,174,5,2092.7000000000003,4,4,3,3.8000000000000003,loyal_customers,loyal_customers
12445.0,175,2,443.9,4,2,2,2.8000000000000003,loyal_customers,loyal_customers
12446.0,210,1,136.0,4,1,1,2.2,good_customers,loyal_customers
12447.0,396,1,1494.94,2,1,3,1.8000000000000003,good_customers,good_customers
12448.0,197,1,162.9,4,1,1,2.2,good_customers,loyal_customers
12449.0,175,6,2853.85,4,4,4,4.0,loyal_customers,loyal_customers
12450.0,309,5,5096.2,3,4,5,3.8000000000000003,loyal_customers,loyal_customers
12451.0,163,8,2521.4,5,4,4,4.4,loyal_customers,loyal_customers
12452.0,169,2,842.0,5,2,2,3.1999999999999997,loyal_customers,loyal_customers
12453.0,287,1,1001.7199999999999,3,1,2,2.0,good_customers,loyal_customers
12454.0,209,5,770.85,4,4,2,3.6,loyal_customers,loyal_customers
12455.0,226,10,2584.51,3,5,4,4.0,loyal_customers,loyal_customers
12456.0,197,3,969.8,4,3,2,3.2,loyal_customers,loyal_customers
12457.0,219,8,4289.8,3,4,4,3.6000000000000005,loyal_customers,loyal_customers
12458.0,224,4,788.69,3,3,2,2.8000000000000003,loyal_customers,loyal_customers
12459.0,758,1,641.0,1,1,2,1.2000000000000002,lost_customers,lost_customers
12460.0,609,1,772.0,1,1,2,1.2000000000000002,lost_customers,good_customers
12461.0,247,2,1681.9,3,2,3,2.6,loyal_customers,loyal_customers
12462.0,171,2,599.9,5,2,2,3.1999999999999997,loyal_customers,loyal_customers
12463.0,206,4,2603.54,4,3,4,3.6000000000000005,loyal_customers,loyal_customers
12464.0,163,8,1310.8,5,4,3,4.2,loyal_customers,loyal_customers
12465.0,170,2,435.8,5,2,2,3.1999999999999997,loyal_customers,loyal_customers
12466.0,836,1,249.0,1,1,1,1.0,lost_customers,lost_customers
12467.0,576,1,279.0,1,1,1,1.0,lost_customers,good_customers
12468.0,340,5,3427.5,3,4,4,3.6000000000000005,loyal_customers,loyal_customers
12469.0,675,2,395.5,1,2,1,1.4000000000000001,lost_customers,lost_customers
12470.0,843,1,492.4,1,1,2,1.2000000000000002,lost_customers,lost_customers
12472.0,185,19,16010.379999999997,4,5,5,4.6,loyal_customers,champions
12473.0,182,5,1213.42,4,4,3,3.8000000000000003,loyal_customers,loyal_customers
12474.0,170,31,24047.97,5,5,5,5.0,champions,champions
12475.0,206,2,3364.4,4,2,4,3.2,loyal_customers,loyal_customers
12476.0,168,23,12805.339999999998,5,5,5,5.0,champions,champions
12477.0,175,9,3851.0,4,5,4,4.4,loyal_customers,loyal_customers
12478.0,156,1,194.0,5,1,1,2.6,loyal_customers,loyal_customers
12479.0,164,1,1268.8,5,1,3,3.0,loyal_customers,loyal_customers
12480.0,181,7,4194.14,4,4,4,4.0,loyal_customers,loyal_customers
12481.0,175,15,12687.2,4,5,5,4.6,loyal_customers,champions
12483.0,170,19,4614.299999999999,5,5,4,4.8,champions,loyal_customers
12484.0,185,12,3640.7,4,5,4,4.4,loyal_customers,loyal_customers
12485.0,682,1,325.0,1,1,1,1.0,lost_customers,lost_customers
12486.0,584,1,701.0,1,1,2,1.2000000000000002,lost_customers,good_customers
12487.0,884,1,58.9,1,1,1,1.0,lost_customers,lost_customers
12488.0,162,3,1708.0,5,3,3,3.8000000000000003,loyal_customers,loyal_customers
12489.0,489,1,297.0,2,1,1,1.4000000000000001,lost_customers,good_customers
12490.0,158,21,19274.95,5,5,5,5.0,champions,champions
12491.0,191,1,207.85,4,1,1,2.2,good_customers,loyal_customers
12492.0,216,3,2519.9,3,3,4,3.2,loyal_customers,loyal_customers
12493.0,318,2,909.9,3,2,2,2.4,good_customers,loyal_customers
12494.0,168,9,4654.54,5,5,4,4.8,champions,loyal_customers
12495.0,793,1,184.0,1,1,1,1.0,lost_customers,lost_customers
12496.0,773,2,270.62,1,2,1,1.4000000000000001,lost_customers,lost_customers
12497.0,234,3,1267.9,3,3,3,3.0000000000000004,loyal_customers,loyal_customers
12498.0,174,3,1919.8,4,3,3,3.4000000000000004,loyal_customers,loyal_customers
12499.0,713,1,172.0,1,1,1,1.0,lost_customers,lost_customers
12500.0,176,19,9745.039999999999,4,5,5,4.6,loyal_customers,champions
12501.0,489,1,308.8,2,1,1,1.4000000000000001,lost_customers,good_customers
12502.0,248,5,2565.3999999999996,3,4,4,3.6000000000000005,loyal_customers,loyal_customers
12503.0,737,1,127.0,1,1,1,1.0,lost_customers,lost_customers
12504.0,171,4,1449.79,5,3,3,3.8000000000000003,loyal_customers,loyal_customers
12505.0,561,1,591.5,2,1,2,1.6,good_customers,good_customers
12506.0,385,1,232.7,2,1,1,1.4000000000000001,lost_customers,good_customers
12507.0,287,4,855.3000000000001,3,3,2,2.8000000000000003,loyal_customers,loyal_customers
12508.0,179,2,635.9,4,2,2,2.8000000000000003,loyal_customers,loyal_customers
12509.0,437,1,279.8,2,1,1,1.4000000000000001,lost_customers,good_customers
12510.0,295,9,5976.63,3,5,5,4.2,loyal_customers,loyal_customers
12511.0,581,1,173.99,1,1,1,1.0,lost_customers,good_customers
12512.0,219,2,2521.0,3,2,4,2.8,loyal_customers,loyal_customers
12513.0,265,1,286.1,3,1,1,1.8,good_customers,loyal_customers
12514.0,420,2,632.8,2,2,2,2.0,good_customers,good_customers
12515.0,506,1,1615.5,2,1,3,1.8000000000000003,good_customers,good_customers
12516.0,230,4,1242.3,3,3,3,3.0000000000000004,loyal_customers,loyal_customers
12517.0,181,5,1327.7,4,4,3,3.8000000000000003,loyal_customers,loyal_customers
12518.0,153,5,2482.79,5,4,4,4.4,loyal_customers,loyal_customers
12519.0,216,2,2459.9,3,2,4,2.8,loyal_customers,loyal_customers
12520.0,232,5,1743.75,3,4,3,3.4000000000000004,loyal_customers,loyal_customers
12521.0,295,1,359.0,3,1,1,1.8,good_customers,loyal_customers
12522.0,192,2,934.25,4,2,2,2.8000000000000003,loyal_customers,loyal_customers
12523.0,172,23,15016.02,5,5,5,5.0,champions,champions
12524.0,162,17,10863.25,5,5,5,5.0,champions,champions
12525.0,651,3,2343.9,1,3,4,2.4000000000000004,good_customers,lost_customers
12526.0,153,3,3360.2,5,3,4,4.0,loyal_customers,loyal_customers
12527.0,234,5,1386.25,3,4,3,3.4000000000000004,loyal_customers,loyal_customers
12528.0,162,6,3493.16,5,4,4,4.4,loyal_customers,loyal_customers
12529.0,681,1,162.0,1,1,1,1.0,lost_customers,lost_customers
12530.0,212,9,3830.69,4,5,4,4.4,loyal_customers,loyal_customers
12531.0,167,2,1841.0,5,2,3,3.4,loyal_customers,loyal_customers
12532.0,183,1,183.8,4,1,1,2.2,good_customers,loyal_customers
12533.0,780,2,772.9,1,2,2,1.6,good_customers,lost_customers
12534.0,283,1,355.0,3,1,1,1.8,good_customers,loyal_customers
12535.0,244,2,2603.0,3,2,4,2.8,loyal_customers,loyal_customers
12536.0,196,3,471.0,4,3,2,3.2,loyal_customers,loyal_customers
12537.0,561,1,257.9,2,1,1,1.4000000000000001,lost_customers,good_customers
12538.0,182,2,556.0,4,2,2,2.8000000000000003,loyal_customers,loyal_customers
12539.0,175,7,2627.81,4,4,4,4.0,loyal_customers,loyal_customers
12540.0,172,33,20208.11,5,5,5,5.0,champions,champions
12541.0,182,3,832.3,4,3,2,3.2,loyal_customers,loyal_customers
12542.0,637,2,526.2,1,2,2,1.6,good_customers,lost_customers
12543.0,601,1,627.0,1,1,2,1.2000000000000002,lost_customers,good_customers
12544.0,189,1,884.7,4,1,2,2.4,good_customers,loyal_customers
12545.0,228,2,1951.9,3,2,3,2.6,loyal_customers,loyal_customers
12546.0,199,2,399.91999999999996,4,2,1,2.6000000000000005,loyal_customers,loyal_customers
12547.0,350,3,2944.0,2,3,4,2.8,loyal_customers,loyal_customers
12548.0,319,1,226.0,3,1,1,1.8,good_customers,loyal_customers
12549.0,728,6,4574.86,1,4,4,2.8,loyal_customers,lost_customers
12550.0,232,1,3854.0,3,1,4,2.4000000000000004,good_customers,loyal_customers
12551.0,510,1,2898.95,2,1,4,2.0,good_customers,good_customers
12552.0,191,2,581.7,4,2,2,2.8000000000000003,loyal_customers,loyal_customers
12553.0,161,12,2570.99,5,5,4,4.8,champions,loyal_customers
12554.0,601,1,1766.7,1,1,3,1.4000000000000001,lost_customers,good_customers
12555.0,836,1,249.0,1,1,1,1.0,lost_customers,lost_customers
12556.0,203,2,744.3,4,2,2,2.8000000000000003,loyal_customers,loyal_customers
12557.0,169,8,14406.44,5,4,5,4.6,loyal_customers,champions
12558.0,160,1,230.95,5,1,1,2.6,loyal_customers,loyal_customers
12559.0,463,2,123.4,2,2,1,1.8,good_customers,good_customers
12560.0,158,3,519.8,5,3,2,3.6,loyal_customers,loyal_customers
12561.0,455,1,594.2,2,1,2,1.6,good_customers,good_customers
12562.0,161,9,5833.83,5,5,5,5.0,champions,loyal_customers
12563.0,561,1,1770.7,2,1,3,1.8000000000000003,good_customers,good_customers
12564.0,414,1,698.0,2,1,2,1.6,good_customers,good_customers
12565.0,441,1,261.0,2,1,1,1.4000000000000001,lost_customers,good_customers
12566.0,239,1,245.0,3,1,1,1.8,good_customers,loyal_customers
12567.0,175,15,8982.3,4,5,5,4.6,loyal_customers,champions
12568.0,797,1,525.0,1,1,2,1.2000000000000002,lost_customers,lost_customers
12569.0,155,32,18777.489999999998,5,5,5,5.0,champions,champions
12570.0,836,1,149.9,1,1,1,1.0,lost_customers,lost_customers
12571.0,192,2,542.3,4,2,2,2.8000000000000003,loyal_customers,loyal_customers
12572.0,161,2,1570.3,5,2,3,3.4,loyal_customers,loyal_customers
12573.0,380,5,4954.64,2,4,5,3.4000000000000004,loyal_customers,good_customers
12574.0,468,1,211.98000000000002,2,1,1,1.4000000000000001,lost_customers,good_customers
12575.0,610,2,4606.6,1,2,4,2.0,good_customers,good_customers
12576.0,188,8,10539.9,4,4,5,4.2,loyal_customers,champions
12577.0,188,8,3655.94,4,4,4,4.0,loyal_customers,loyal_customers
12578.0,174,4,1479.8500000000001,4,3,3,3.4000000000000004,loyal_customers,loyal_customers
12579.0,231,1,1785.99,3,1,3,2.2,good_customers,loyal_customers
12580.0,399,2,3558.6,2,2,4,2.4000000000000004,good_customers,good_customers
12581.0,192,1,605.0,4,1,2,2.4,good_customers,loyal_customers
12582.0,391,4,2549.0,2,3,4,2.8,loyal_customers,good_customers
12583.0,155,27,27372.269999999997,5,5,5,5.0,champions,champions
12584.0,156,9,2793.4399999999996,5,5,4,4.8,champions,loyal_customers
12585.0,387,2,1142.8,2,2,3,2.2,good_customers,good_customers
12586.0,170,4,921.6,5,3,2,3.6,loyal_customers,loyal_customers
12587.0,160,1,167.0,5,1,1,2.6,loyal_customers,loyal_customers
12588.0,192,4,798.35,4,3,2,3.2,loyal_customers,loyal_customers
12589.0,181,8,3935.6000000000004,4,4,4,4.0,loyal_customers,loyal_customers
12590.0,364,2,393.91999999999996,2,2,1,1.8,good_customers,good_customers
12591.0,470,3,650.1,2,3,2,2.4,good_customers,good_customers
12592.0,245,5,2906.9,3,4,4,3.6000000000000005,loyal_customers,loyal_customers
12593.0,261,3,3849.8,3,3,4,3.2,loyal_customers,loyal_customers
12594.0,190,15,6467.75,4,5,5,4.6,loyal_customers,loyal_customers
12595.0,657,1,278.94,1,1,1,1.0,lost_customers,lost_customers
12596.0,204,2,2046.65,4,2,3,3.0000000000000004,loyal_customers,loyal_customers
12597.0,172,4,1474.8000000000002,5,3,3,3.8000000000000003,loyal_customers,loyal_customers
12598.0,162,11,9154.5,5,5,5,5.0,champions,champions
12599.0,182,13,14833.8,4,5,5,4.6,loyal_customers,champions
12600.0,181,21,9392.475,4,5,5,4.6,loyal_customers,champions
12601.0,342,6,5085.4,3,4,5,3.8000000000000003,loyal_customers,loyal_customers
12602.0,211,1,232.82,4,1,1,2.2,good_customers,loyal_customers
12603.0,174,1,264.5,4,1,1,2.2,good_customers,loyal_customers
12604.0,232,2,395.20000000000005,3,2,1,2.2,good_customers,loyal_customers
12605.0,529,4,1628.0,2,3,3,2.6,loyal_customers,good_customers
12606.0,836,1,249.0,1,1,1,1.0,lost_customers,lost_customers
12607.0,213,1,636.9,4,1,2,2.4,good_customers,loyal_customers
12608.0,557,1,179.2,2,1,1,1.4000000000000001,lost_customers,good_customers
12609.0,231,9,6107.799999999999,3,5,5,4.2,loyal_customers,loyal_customers
12610.0,175,5,2329.2000000000003,4,4,4,4.0,loyal_customers,loyal_customers
12611.0,205,1,305.95,4,1,1,2.2,good_customers,loyal_customers
12612.0,227,1,256.8,3,1,1,1.8,good_customers,loyal_customers
12613.0,210,10,5210.8099999999995,4,5,5,4.6,loyal_customers,loyal_customers
12614.0,430,1,482.0,2,1,2,1.6,good_customers,good_customers
12615.0,155,8,3101.2000000000003,5,4,4,4.4,loyal_customers,loyal_customers
12616.0,248,3,1872.15,3,3,3,3.0000000000000004,loyal_customers,loyal_customers
12617.0,182,1,225.8,4,1,1,2.2,good_customers,loyal_customers
12618.0,174,1,333.0,4,1,1,2.2,good_customers,loyal_customers
12619.0,169,10,2552.5249999999996,5,5,4,4.8,champions,loyal_customers
12620.0,167,3,1026.8,5,3,2,3.6,loyal_customers,loyal_customers
12621.0,154,35,21620.86,5,5,5,5.0,champions,champions
12622.0,385,1,427.0,2,1,2,1.6,good_customers,good_customers
12623.0,429,7,4260.650000000001,2,4,4,3.2,loyal_customers,good_customers
12624.0,259,2,4237.8,3,2,4,2.8,loyal_customers,loyal_customers
12625.0,364,4,2642.3,2,3,4,2.8,loyal_customers,good_customers
12626.0,176,9,3947.74,4,5,4,4.4,loyal_customers,loyal_customers
12627.0,163,7,6288.4400000000005,5,4,5,4.6,loyal_customers,loyal_customers
12628.0,157,3,732.34,5,3,2,3.6,loyal_customers,loyal_customers
12629.0,538,2,512.9,2,2,2,2.0,good_customers,good_customers
12630.0,162,2,674.29,5,2,2,3.1999999999999997,loyal_customers,loyal_customers
12631.0,210,6,1697.4,4,4,3,3.8000000000000003,loyal_customers,loyal_customers
12632.0,673,2,1553.45,1,2,3,1.8000000000000003,good_customers,lost_customers
12633.0,211,7,2380.9,4,4,4,4.0,loyal_customers,loyal_customers
12634.0,688,2,1427.0,1,2,3,1.8000000000000003,good_customers,lost_customers
12635.0,242,4,1940.79,3,3,3,3.0000000000000004,loyal_customers,loyal_customers
12636.0,892,1,24.0,1,1,1,1.0,lost_customers,lost_customers
12637.0,220,12,3389.85,3,5,4,4.0,loyal_customers,loyal_customers
12638.0,186,2,502.45,4,2,2,2.8000000000000003,loyal_customers,loyal_customers
12639.0,391,3,2601.9,2,3,4,2.8,loyal_customers,good_customers
12640.0,176,3,526.0,4,3,2,3.2,loyal_customers,loyal_customers
12641.0,268,1,1146.0,3,1,3,2.2,good_customers,loyal_customers
12642.0,178,3,2692.3,4,3,4,3.6000000000000005,loyal_customers,loyal_customers
12643.0,281,12,3669.5000000000005,3,5,4,4.0,loyal_customers,loyal_customers
12644.0,282,4,8071.5,3,3,5,3.4000000000000004,loyal_customers,loyal_customers
12645.0,186,8,5166.9400000000005,4,4,5,4.2,loyal_customers,loyal_customers
12646.0,157,2,5097.65,5,2,5,3.8,loyal_customers,loyal_customers
12647.0,175,36,22864.269999999997,4,5,5,4.6,loyal_customers,champions
12648.0,307,4,2919.7000000000003,3,3,4,3.2,loyal_customers,loyal_customers
12649.0,260,8,3324.8,3,4,4,3.6000000000000005,loyal_customers,loyal_customers
12650.0,156,1,231.0,5,1,1,2.6,loyal_customers,loyal_customers
12651.0,487,4,2099.5,2,3,3,2.6,loyal_customers,good_customers
12652.0,484,2,393.0,2,2,1,1.8,good_customers,good_customers
12653.0,301,3,2741.9,3,3,4,3.2,loyal_customers,loyal_customers
12654.0,163,5,1774.65,5,4,3,4.2,loyal_customers,loyal_customers
12655.0,576,1,220.19000000000003,1,1,1,1.0,lost_customers,good_customers
12656.0,170,8,9829.3,5,4,5,4.6,loyal_customers,champions
12657.0,164,4,2714.26,5,3,4,4.0,loyal_customers,loyal_customers
12658.0,171,1,978.0,5,1,2,2.8,loyal_customers,loyal_customers
12659.0,182,1,793.0,4,1,2,2.4,good_customers,loyal_customers
12660.0,164,1,181.8,5,1,1,2.6,loyal_customers,loyal_customers
12661.0,589,1,317.0,1,1,1,1.0,lost_customers,good_customers
12662.0,153,20,15956.48,5,5,5,5.0,champions,champions
12663.0,777,2,315.6,1,2,1,1.4000000000000001,lost_customers,lost_customers
12664.0,161,11,6512.06,5,5,5,5.0,champions,loyal_customers
12665.0,477,3,609.9,2,3,2,2.4,good_customers,good_customers
12666.0,547,1,237.96,2,1,1,1.4000000000000001,lost_customers,good_customers
12667.0,211,1,226.0,4,1,1,2.2,good_customers,loyal_customers
12668.0,164,10,7926.650000000001,5,5,5,5.0,champions,loyal_customers
12669.0,303,3,1134.5,3,3,3,3.0000000000000004,loyal_customers,loyal_customers
12670.0,163,7,3517.8,5,4,4,4.4,loyal_customers,loyal_customers
12671.0,759,1,160.9,1,1,1,1.0,lost_customers,lost_customers
12672.0,482,2,9638.95,2,2,5,2.6,loyal_customers,good_customers
12673.0,158,3,2324.9,5,3,4,4.0,loyal_customers,loyal_customers
12674.0,191,4,1314.0,4,3,3,3.4000000000000004,loyal_customers,loyal_customers
12675.0,706,2,198.8,1,2,1,1.4000000000000001,lost_customers,lost_customers
12676.0,177,11,3738.5,4,5,4,4.4,loyal_customers,loyal_customers
12677.0,708,2,4266.0,1,2,4,2.0,good_customers,lost_customers
12678.0,195,21,10130.449999999999,4,5,5,4.6,loyal_customers,champions
12679.0,211,4,1503.9,4,3,3,3.4000000000000004,loyal_customers,loyal_customers
12680.0,153,4,2583.2,5,3,4,4.0,loyal_customers,loyal_customers
12681.0,167,45,20155.35,5,5,5,5.0,champions,champions
12683.0,157,21,19299.7,5,5,5,5.0,champions,champions
12684.0,160,7,4361.5,5,4,4,4.4,loyal_customers,loyal_customers
12685.0,181,6,2735.1,4,4,4,4.0,loyal_customers,loyal_customers
12686.0,524,1,175.8,2,1,1,1.4000000000000001,lost_customers,good_customers
12687.0,633,2,184.0,1,2,1,1.4000000000000001,lost_customers,lost_customers
12688.0,266,1,1479.9,3,1,3,2.2,good_customers,loyal_customers
12689.0,178,2,1642.0,4,2,3,3.0000000000000004,loyal_customers,loyal_customers
12690.0,358,1,297.0,2,1,1,1.4000000000000001,lost_customers,good_customers
12691.0,181,7,3417.9,4,4,4,4.0,loyal_customers,loyal_customers
12692.0,790,1,1151.8,1,1,3,1.4000000000000001,lost_customers,lost_customers
12693.0,280,7,3810.34,3,4,4,3.6000000000000005,loyal_customers,loyal_customers
12694.0,223,3,863.8,3,3,2,2.8000000000000003,loyal_customers,loyal_customers
12695.0,160,7,2910.22,5,4,4,4.4,loyal_customers,loyal_customers
12696.0,587,2,577.3,1,2,2,1.6,good_customers,good_customers
12697.0,181,3,2697.3,4,3,4,3.6000000000000005,loyal_customers,loyal_customers
12698.0,743,1,192.0,1,1,1,1.0,lost_customers,lost_customers
12699.0,570,1,843.0,1,1,2,1.2000000000000002,lost_customers,good_customers
12700.0,160,4,2566.6,5,3,4,4.0,loyal_customers,loyal_customers
12701.0,232,6,4544.1,3,4,4,3.6000000000000005,loyal_customers,loyal_customers
12702.0,172,1,887.0,5,1,2,2.8,loyal_customers,loyal_customers
12703.0,224,4,2288.46,3,3,3,3.0000000000000004,loyal_customers,loyal_customers
12704.0,160,8,2487.95,5,4,4,4.4,loyal_customers,loyal_customers
12705.0,168,14,6990.87,5,5,5,5.0,champions,loyal_customers
12707.0,444,1,688.0,2,1,2,1.6,good_customers,good_customers
12708.0,182,18,25550.78,4,5,5,4.6,loyal_customers,champions
12709.0,168,34,15910.73,5,5,5,5.0,champions,champions
12710.0,249,3,3075.0,3,3,4,3.2,loyal_customers,loyal_customers
12711.0,764,2,748.5,1,2,2,1.6,good_customers,lost_customers
12712.0,181,21,8976.56,4,5,5,4.6,loyal_customers,champions
12713.0,153,1,138.3,5,1,1,2.6,loyal_customers,loyal_customers
12714.0,162,12,4714.620000000001,5,5,4,4.8,champions,loyal_customers
12715.0,259,1,232.4,3,1,1,1.8,good_customers,loyal_customers
12716.0,156,2,399.20000000000005,5,2,1,3.0,loyal_customers,loyal_customers
